id,Geographic Area Name,Total Population,Female Total Population,Female Percentage,Male Percentage,Married percentage,50% below the poverty level,Poverty level percentage,High school graduate (includes equivalency) (18-24),Some college or associate's degree (18-24),Bachelor's degree or higher (18-24),High school graduate (includes equivalency) (>25),Some college or Associate's degree (>25),Bachelor's degree (>25),Graduate or professional degree (>25),High school graduate or higher (>25),Bachelor's degree or higher (>25),Total High school degree,Total Some college or associate's degree,Total Bachelor's degree,High school degree percentage,Some college or associate's degree percentage,Bachelor's degree percentage,Hispanic or Latino,Not Hispanic nor Latino,Hispanic or Latino population percentage,Not Hispanic nor Lation population percentage,White, Black or African American,American Indian and Alaska Native alone,Asian,Native Hawaiian and Other Pacific Islander alone, Some Other Race alone,
0500000US17155,"Putnam County, Illinois",5720,2804,49.02%,50.98%,57,217,3.79%,130,121,29,1549,490,503,304,3911,807,1679,611,532,29.35%,10.68%,9%,348,5289,6.08%,93.92%,5073,26,7,18,4,8,
0500000US17157,"Randolph County, Illinois",31973,14007,43.81%,56.19%,46.7,1485,4.64%,1020,821,104,8986,1927,1818,1187,19709,3005,10006,2748,1922,31.30%,8.59%,6%,1031,29132,3.22%,96.78%,25460,2381,48,86,7,72,
0500000US17159,"Richland County, Illinois",15677,7979,50.90%,49.10%,52.2,893,5.70%,310,509,48,3180,1813,1536,763,9977,2299,3490,2322,1584,22.26%,14.81%,10%,273,15540,1.74%,98.26%,14813,75,28,123,7,22,
0500000US17161,"Rock Island County, Illinois",142801,72422,50.72%,49.29%,49.1,8615,6.03%,4396,5621,1113,28670,10268,15085,8325,87415,23410,33066,15889,16198,23.16%,11.13%,11%,19842,124830,13.89%,86.11%,97689,16169,240,4033,35,482,
0500000US17163,"St. Clair County, Illinois",261186,135053,51.71%,48.29%,46.1,18131,6.94%,7838,7906,2138,49550,18443,30351,21389,163397,51740,57388,26349,32489,21.97%,10.09%,12%,12582,244818,4.82%,95.18%,150496,76013,490,3623,181,1152,
0500000US17165,"Saline County, Illinois",23735,12128,51.10%,48.90%,50.8,1798,7.58%,430,807,34,4773,2228,2297,1099,14885,3396,5203,3035,2331,21.92%,12.79%,10%,473,23295,1.99%,98.01%,21309,692,69,122,0,94,
0500000US17167,"Sangamon County, Illinois",195963,102026,52.06%,47.94%,45.9,11374,5.80%,4665,6852,2063,37590,11411,28706,17862,126157,46568,42255,18263,30769,21.56%,9.32%,16%,5309,191034,2.71%,97.29%,150467,25686,349,4300,55,727,
0500000US17169,"Schuyler County, Illinois",6897,3131,45.40%,54.60%,45.1,866,12.56%,212,78,0,1840,540,734,345,4785,1079,2052,618,734,29.75%,8.96%,11%,152,6750,2.20%,97.80%,6157,283,28,25,2,17,
0500000US17171,"Scott County, Illinois",4982,2549,51.16%,48.84%,57.8,239,4.80%,141,130,40,1680,309,574,175,3355,749,1821,439,614,36.55%,8.81%,12%,48,4901,0.96%,99.04%,4747,5,1,11,1,5,
0500000US17173,"Shelby County, Illinois",21623,11016,50.95%,49.05%,59.4,983,4.55%,664,528,104,6898,1752,1785,787,14489,2572,7562,2280,1889,34.97%,10.54%,9%,213,20777,0.99%,99.01%,20116,65,35,83,1,40,
0500000US17175,"Stark County, Illinois",5393,2740,50.81%,49.19%,55.1,276,5.12%,171,138,25,1526,394,486,218,3435,704,1697,532,511,31.47%,9.86%,9%,132,5268,2.45%,97.55%,5070,17,8,23,0,5,
0500000US17177,"Stephenson County, Illinois",44683,23079,51.65%,48.35%,52.2,2758,6.17%,1487,1319,249,10721,3256,4370,2249,29227,6619,12208,4575,4619,27.32%,10.24%,10%,2254,42376,5.04%,94.96%,35405,4374,80,306,11,155,
0500000US17179,"Tazewell County, Illinois",132524,67324,50.80%,49.20%,55.2,4981,3.76%,3670,3727,877,29623,10450,16634,7493,86553,24127,33293,14177,17511,25.12%,10.70%,13%,3161,128182,2.39%,97.61%,119882,1629,279,1080,41,324,
0500000US17181,"Union County, Illinois",16829,8331,49.50%,50.50%,52.9,1403,8.34%,413,404,59,4230,1010,1927,878,10813,2805,4643,1414,1986,27.59%,8.40%,12%,867,16377,5.15%,94.85%,15331,226,46,67,11,28,
0500000US17183,"Vermilion County, Illinois",76704,38502,50.20%,49.80%,44.3,6489,8.46%,2800,2093,173,21636,5828,5299,2841,46975,8140,24436,7921,5472,31.86%,10.33%,7%,3816,70372,4.97%,95.03%,56186,10247,140,568,10,249,
0500000US17185,"Wabash County, Illinois",11390,5780,50.75%,49.25%,55.3,371,3.26%,176,406,117,2514,1469,1010,530,7449,1540,2690,1875,1127,23.62%,16.46%,10%,178,11183,1.56%,98.44%,10520,53,15,251,6,15,
0500000US17187,"Warren County, Illinois",16981,8738,51.46%,48.54%,50.2,858,5.05%,511,1327,163,3705,889,1760,758,9776,2518,4216,2216,1923,24.83%,13.05%,11%,1789,15046,10.54%,89.46%,13494,577,31,329,15,46,
0500000US17189,"Washington County, Illinois",13967,7035,50.37%,49.63%,59.3,513,3.67%,375,403,54,3223,1620,1404,714,9266,2118,3598,2023,1458,25.76%,14.48%,10%,224,13537,1.60%,98.40%,12976,85,25,65,20,15,
0500000US17191,"Wayne County, Illinois",16309,8251,50.59%,49.41%,57.9,703,4.31%,270,516,60,4024,1921,1170,469,10083,1639,4294,2437,1230,26.33%,14.94%,8%,182,15997,1.12%,98.88%,15400,90,26,49,5,29,
0500000US17193,"White County, Illinois",13712,6988,50.96%,49.04%,52.9,689,5.02%,280,417,66,3430,1555,1174,520,8985,1694,3710,1972,1240,27.06%,14.38%,9%,188,13689,1.37%,98.63%,13007,91,22,65,18,15,
0500000US17195,"Whiteside County, Illinois",55583,27795,50.01%,49.99%,51.7,1972,3.55%,1814,1460,271,14707,4018,4736,2656,35723,7392,16521,5478,5007,29.72%,9.86%,9%,7131,48560,12.83%,87.17%,45341,741,60,306,9,149,
0500000US17197,"Will County, Illinois",689704,347565,50.39%,49.61%,53.8,21760,3.15%,22939,25287,8191,119799,39063,101412,57014,416344,158426,142738,64350,109603,20.70%,9.33%,16%,130851,565504,18.97%,81.03%,418418,79256,711,42416,82,2105,
0500000US17199,"Williamson County, Illinois",66929,33583,50.18%,49.82%,48.9,4013,6.00%,1774,2016,306,14245,5121,7388,4833,44118,12221,16019,7137,7694,23.93%,10.66%,11%,1779,65374,2.66%,97.34%,58193,2809,230,771,9,207,
0500000US17201,"Winnebago County, Illinois",283635,145155,51.18%,48.82%,47.4,20297,7.16%,8691,8409,2026,59645,18364,28745,15765,170036,44510,68336,26773,30771,24.09%,9.44%,11%,40952,244398,14.44%,85.56%,183235,38240,559,7938,66,1099,
0500000US17203,"Woodford County, Illinois",38503,19287,50.09%,49.91%,59.6,806,2.09%,1082,1581,386,7895,2835,5620,3180,24591,8800,8977,4416,6006,23.32%,11.47%,16%,740,37727,1.92%,98.08%,35844,269,42,217,10,89,
0500000US18001,"Adams County, Indiana",35544,17800,50.08%,49.92%,54.9,2264,6.37%,1165,757,224,8976,2105,2225,961,18114,3186,10141,2862,2449,28.53%,8.05%,7%,1637,34172,4.61%,95.39%,33080,171,80,135,4,50,
0500000US18003,"Allen County, Indiana",375520,191922,51.11%,48.89%,48.5,18886,5.03%,12017,13357,3185,70137,26707,47685,23196,220289,70881,82154,40064,50870,21.88%,10.67%,14%,32923,352487,8.77%,91.23%,270149,43629,883,18191,138,1940,
0500000US18005,"Bartholomew County, Indiana",83280,41538,49.88%,50.12%,51.6,5323,6.39%,2626,1692,1189,17621,4909,11004,8248,51063,19252,20247,6601,12193,24.31%,7.93%,15%,7257,74951,8.71%,91.29%,64395,1768,132,5383,45,290,
0500000US18007,"Benton County, Indiana",8695,4363,50.18%,49.82%,48.9,540,6.21%,219,231,23,2311,461,832,245,5243,1077,2530,692,855,29.10%,7.96%,10%,629,8090,7.23%,92.77%,7789,44,15,13,7,28,
0500000US18009,"Blackford County, Indiana",11926,6083,51.01%,48.99%,55.4,1143,9.58%,348,261,97,4003,740,658,499,7694,1157,4351,1001,755,36.48%,8.39%,6%,252,11860,2.11%,97.89%,11278,54,38,24,0,30,
0500000US18011,"Boone County, Indiana",66875,33740,50.45%,49.55%,63.1,2218,3.32%,1424,1517,1315,8242,3709,13681,8835,41900,22516,9666,5226,14996,14.45%,7.81%,22%,2775,68037,4.15%,95.85%,61135,1426,128,2389,19,241,
0500000US18013,"Brown County, Indiana",15093,7631,50.56%,49.44%,67.7,569,3.77%,344,374,20,3798,941,2059,1315,10735,3374,4142,1315,2079,27.44%,8.71%,14%,270,15205,1.79%,98.21%,14463,55,30,65,5,48,
0500000US18015,"Carroll County, Indiana",20137,9990,49.61%,50.39%,56,725,3.60%,750,464,38,5798,1421,1520,650,12438,2170,6548,1885,1558,32.52%,9.36%,8%,823,19483,4.09%,95.91%,18727,128,33,48,0,57,
0500000US18017,"Cass County, Indiana",37727,18949,50.23%,49.77%,48.5,2093,5.55%,1076,1048,218,10583,2709,2310,1061,22114,3371,11659,3757,2528,30.90%,9.96%,7%,6675,31195,17.69%,82.31%,28744,560,109,573,8,76,
0500000US18019,"Clark County, Indiana",117410,60319,51.38%,48.63%,49.2,4434,3.78%,3732,3804,710,28998,8533,11224,5649,73468,16873,32730,12337,11934,27.88%,10.51%,10%,7891,113202,6.72%,93.28%,95403,9265,249,1305,127,491,
0500000US18021,"Clay County, Indiana",26231,13364,50.95%,49.05%,56.2,1033,3.94%,591,747,48,7692,2320,2145,870,16544,3015,8283,3067,2193,31.58%,11.69%,8%,460,26006,1.75%,98.25%,24880,129,43,91,6,47,
0500000US18023,"Clinton County, Indiana",32186,16200,50.33%,49.67%,51.2,1251,3.89%,1031,838,162,9534,1929,2065,1037,18386,3102,10565,2767,2227,32.82%,8.60%,7%,6142,27048,19.08%,80.92%,25808,196,62,70,13,46,
0500000US18025,"Crawford County, Indiana",10582,5191,49.06%,50.95%,51.2,1166,11.02%,367,194,25,3513,515,476,302,6157,778,3880,709,501,36.67%,6.70%,5%,121,10405,1.14%,98.86%,9989,26,23,17,1,8,
0500000US18027,"Daviess County, Indiana",33277,16526,49.66%,50.34%,54,1790,5.38%,792,713,58,7349,2378,1776,869,15691,2645,8141,3091,1834,24.46%,9.29%,6%,2103,31278,6.32%,93.68%,29708,619,38,132,8,76,
0500000US18029,"Dearborn County, Indiana",49612,24969,50.33%,49.67%,54.6,1940,3.91%,1647,1224,424,13042,3033,5824,3056,31179,8880,14689,4257,6248,29.61%,8.58%,13%,724,49955,1.46%,98.54%,47319,292,66,211,9,162,
0500000US18031,"Decatur County, Indiana",26587,13340,50.18%,49.83%,53.5,1379,5.19%,805,704,441,8154,1599,2354,1141,16399,3495,8959,2303,2795,33.70%,8.66%,11%,614,25858,2.31%,97.69%,24769,90,35,154,8,39,
0500000US18033,"DeKalb County, Indiana",43193,21630,50.08%,49.92%,54.5,2528,5.85%,1508,786,283,12839,2713,3866,1396,26607,5262,14347,3499,4149,33.22%,8.10%,10%,1185,42080,2.74%,97.26%,40232,183,67,225,39,79,
0500000US18035,"Delaware County, Indiana",114461,59228,51.75%,48.26%,40.4,12367,10.80%,5017,14041,2114,24388,6761,10044,7646,64128,17690,29405,20802,12158,25.69%,18.17%,11%,3533,108370,3.09%,96.91%,93333,8141,218,1388,58,417,
0500000US18037,"Dubois County, Indiana",42534,21376,50.26%,49.74%,53.8,1847,4.34%,1164,1353,242,10877,3336,5412,1963,25808,7375,12041,4689,5654,28.31%,11.02%,13%,4146,39491,9.75%,90.25%,38137,190,55,247,5,89,
0500000US18039,"Elkhart County, Indiana",205184,103730,50.56%,49.45%,51.2,11093,5.41%,6860,5323,1510,45052,9355,16952,8527,105749,25479,51912,14678,18462,25.30%,7.15%,9%,39594,167453,19.30%,80.70%,145039,11051,373,2236,54,716,
0500000US18041,"Fayette County, Indiana",23068,11778,51.06%,48.94%,52.3,1876,8.13%,734,619,155,7181,1190,1692,694,13475,2386,7915,1809,1847,34.31%,7.84%,8%,273,23125,1.18%,98.82%,22014,275,32,58,2,48,
0500000US18043,"Floyd County, Indiana",77879,40177,51.59%,48.41%,49.1,3177,4.08%,2145,2507,730,16293,4997,10405,5801,48916,16206,18438,7504,11135,23.68%,9.64%,14%,3082,77402,3.96%,96.04%,67970,4276,169,973,21,246,
0500000US18045,"Fountain County, Indiana",16456,8228,50.00%,50.00%,54.7,701,4.26%,586,426,57,5129,1020,1068,551,10265,1619,5715,1446,1125,34.73%,8.79%,7%,412,16067,2.50%,97.50%,15349,56,38,43,6,23,
0500000US18047,"Franklin County, Indiana",22750,11473,50.43%,49.57%,57,899,3.95%,662,577,182,6405,1311,2074,1112,13824,3186,7067,1888,2256,31.06%,8.30%,10%,219,22566,0.96%,99.04%,21790,23,25,91,1,32,
0500000US18049,"Fulton County, Indiana",20069,10146,50.56%,49.44%,49,1259,6.27%,410,813,58,5512,1070,1299,711,12017,2010,5922,1883,1357,29.51%,9.38%,7%,1068,19412,5.32%,94.68%,18452,141,64,76,0,43,
0500000US18051,"Gibson County, Indiana",33711,16728,49.62%,50.38%,56.6,1139,3.38%,1041,1191,95,9442,2679,2986,1272,21131,4258,10483,3870,3081,31.10%,11.48%,9%,680,32331,2.02%,97.98%,30159,637,61,214,16,115,
0500000US18053,"Grant County, Indiana",66055,34585,52.36%,47.64%,46,4841,7.33%,2655,4474,453,16884,4131,4685,3333,38654,8018,19539,8605,5138,29.58%,13.03%,8%,3412,63262,5.17%,94.83%,54500,4566,157,524,22,240,
0500000US18055,"Greene County, Indiana",32174,16119,50.10%,49.90%,54.8,1429,4.44%,1051,744,126,9202,2611,2279,1107,20128,3386,10253,3355,2405,31.87%,10.43%,7%,551,30252,1.71%,98.29%,29035,53,68,104,4,51,
0500000US18057,"Hamilton County, Indiana",330455,168977,51.14%,48.87%,61.8,7519,2.28%,7436,8449,5769,32104,15570,79029,49195,209780,128224,39540,24019,84798,11.97%,7.27%,26%,18106,329361,5.48%,94.52%,275185,14674,402,23459,134,1483,
0500000US18059,"Hancock County, Indiana",76614,38524,50.28%,49.72%,59.8,2300,3.00%,2199,1975,388,16475,4847,11198,5647,49286,16845,18674,6822,11586,24.37%,8.90%,15%,2202,77638,2.87%,97.13%,71106,2346,121,734,42,219,
0500000US18061,"Harrison County, Indiana",40164,20159,50.19%,49.81%,53.2,1583,3.94%,1148,1191,136,11809,2441,3259,1962,25465,5221,12957,3632,3395,32.26%,9.04%,8%,928,38726,2.31%,97.69%,36702,185,92,189,17,107,
0500000US18063,"Hendricks County, Indiana",166806,83444,50.03%,49.98%,57.6,2777,1.66%,4390,5340,1417,29937,9738,27770,15507,104957,43277,34327,15078,29187,20.58%,9.04%,17%,8056,166732,4.83%,95.17%,139374,13350,264,5667,66,729,
0500000US18065,"Henry County, Indiana",48158,22864,47.48%,52.52%,48,2532,5.26%,1637,1425,183,15030,3100,3691,1930,30990,5621,16667,4525,3874,34.61%,9.40%,8%,977,47937,2.03%,97.97%,45105,1066,67,197,5,106,
0500000US18067,"Howard County, Indiana",82486,42698,51.76%,48.24%,49.5,3732,4.52%,2693,2304,529,21429,5174,7791,4282,51951,12073,24122,7478,8320,29.24%,9.07%,10%,3060,80598,3.71%,96.29%,68470,6416,209,1027,19,306,
0500000US18069,"Huntington County, Indiana",36351,18377,50.55%,49.45%,51.1,1279,3.52%,1444,1157,313,10431,2360,3415,1839,22990,5254,11875,3517,3728,32.67%,9.68%,10%,1050,35612,2.89%,97.11%,33874,221,140,163,7,83,
0500000US18071,"Jackson County, Indiana",44077,22235,50.45%,49.55%,53,2050,4.65%,1512,895,145,12175,2495,3615,1754,26678,5369,13687,3390,3760,31.05%,7.69%,9%,6251,40177,14.18%,85.82%,37815,485,68,469,5,94,
0500000US18073,"Jasper County, Indiana",33433,16699,49.95%,50.05%,51.7,1596,4.77%,1134,1147,193,10116,2008,2325,1107,20302,3432,11250,3155,2518,33.65%,9.44%,8%,2342,30576,7.01%,92.99%,29084,129,53,90,10,43,
0500000US18075,"Jay County, Indiana",20697,10318,49.85%,50.15%,49.5,1585,7.66%,795,336,145,6524,1263,1146,584,12175,1730,7319,1599,1291,35.36%,7.73%,6%,944,19534,4.56%,95.44%,18892,53,24,64,12,26,
0500000US18077,"Jefferson County, Indiana",32167,16813,52.27%,47.73%,46.5,1941,6.03%,1032,1597,219,9318,2414,2540,1349,20026,3889,10350,4011,2759,32.18%,12.47%,9%,1111,32036,3.45%,96.55%,30023,510,79,290,10,106,
0500000US18079,"Jennings County, Indiana",27639,13656,49.41%,50.59%,51.8,1167,4.22%,1277,681,143,8502,1332,1725,688,16706,2413,9779,2013,1868,35.38%,7.28%,7%,859,26754,3.11%,96.89%,25665,175,39,49,2,44,
0500000US18081,"Johnson County, Indiana",156148,79344,50.81%,49.19%,54.8,5043,3.23%,4944,4852,1649,32443,8846,21997,11698,95840,33695,37387,13698,23646,23.94%,8.77%,15%,6394,155371,4.09%,95.91%,136748,3850,280,7420,69,623,
0500000US18083,"Knox County, Indiana",36833,18194,49.40%,50.60%,48.9,2252,6.11%,1302,2622,153,8898,3721,2468,1580,21702,4048,10200,6343,2621,27.69%,17.22%,7%,1005,35277,2.73%,97.27%,33027,696,67,283,13,104,
0500000US18085,"Kosciusko County, Indiana",79156,39630,50.07%,49.93%,53.7,2985,3.77%,2763,2524,511,18069,4028,8129,4753,45931,12882,20832,6552,8640,26.32%,8.28%,11%,7492,72748,9.46%,90.54%,67990,682,160,1336,16,205,
0500000US18087,"LaGrange County, Indiana",39537,19531,49.40%,50.60%,59,1129,2.86%,723,511,57,6954,1249,1756,914,14124,2670,7677,1760,1813,19.42%,4.45%,5%,1733,38713,4.38%,95.62%,37834,92,50,74,1,33,
0500000US18089,"Lake County, Indiana",485983,250786,51.60%,48.40%,45,35807,7.37%,16619,15505,3452,116972,27952,50222,25844,293609,76066,133591,43457,53674,27.49%,8.94%,11%,99927,398773,20.56%,79.44%,251106,121048,691,7334,95,1682,
0500000US18091,"LaPorte County, Indiana",110026,53353,48.49%,51.51%,46.8,7251,6.59%,3956,2351,916,30479,7056,10057,4704,69014,14761,34435,9407,10973,31.30%,8.55%,10%,7985,104432,7.26%,92.74%,85957,11874,250,743,18,467,
0500000US18093,"Lawrence County, Indiana",45552,23167,50.86%,49.14%,55.3,2360,5.18%,1363,1394,150,13297,3339,3639,2411,28689,6050,14660,4733,3789,32.18%,10.39%,8%,765,44246,1.68%,98.32%,42224,191,131,207,4,93,
0500000US18095,"Madison County, Indiana",129486,64738,50.00%,50.00%,46.3,7557,5.84%,4955,3382,773,36173,8300,10863,5613,80474,16476,41128,11682,11636,31.76%,9.02%,9%,6263,123866,4.84%,95.16%,106928,10116,259,649,42,483,
0500000US18097,"Marion County, Indiana",957337,496234,51.84%,48.17%,39.2,76394,7.98%,30828,31730,13066,173864,48854,131401,71428,547308,202829,204692,80584,144467,21.38%,8.42%,15%,129286,847917,13.50%,86.50%,493665,265659,1752,39827,374,5373,
0500000US18099,"Marshall County, Indiana",46336,23183,50.03%,49.97%,54.8,2397,5.17%,1409,1150,223,11882,2378,3860,2245,26352,6105,13291,3528,4083,28.68%,7.61%,9%,5251,40844,11.33%,88.67%,38910,204,63,274,7,112,
0500000US18101,"Martin County, Indiana",10169,5016,49.33%,50.67%,47.8,267,2.63%,241,388,74,3083,997,621,280,6230,901,3324,1385,695,32.69%,13.62%,7%,92,9720,0.90%,99.10%,9335,20,20,33,6,11,
0500000US18103,"Miami County, Indiana",35684,16887,47.32%,52.68%,50.4,2463,6.90%,1625,841,212,10316,2145,2278,1139,21416,3417,11941,2986,2490,33.46%,8.37%,7%,1186,34776,3.32%,96.68%,31123,1792,281,130,4,102,
0500000US18105,"Monroe County, Indiana",147318,74105,50.30%,49.70%,36.9,17218,11.69%,6295,25742,5556,18818,6847,19959,18739,79483,38698,25113,32589,25515,17.05%,22.12%,17%,6358,133360,4.32%,95.68%,112490,5016,222,8350,37,538,
0500000US18107,"Montgomery County, Indiana",38295,18941,49.46%,50.54%,53.8,1600,4.18%,1434,1434,118,10630,1919,3508,1941,23710,5449,12064,3353,3626,31.50%,8.76%,9%,2281,35655,5.96%,94.04%,33748,343,73,236,13,77,
0500000US18109,"Morgan County, Indiana",70141,35368,50.42%,49.58%,55.9,2799,3.99%,2008,1708,489,19565,4060,5964,3088,42840,9052,21573,5768,6453,30.76%,8.22%,9%,1274,70506,1.82%,98.18%,66972,339,195,276,11,178,
0500000US18111,"Newton County, Indiana",13981,6935,49.60%,50.40%,51.7,951,6.80%,394,251,53,4506,756,953,237,8571,1190,4900,1007,1006,35.05%,7.20%,7%,1039,12791,7.43%,92.57%,12053,42,25,34,2,34,
0500000US18113,"Noble County, Indiana",47640,23690,49.73%,50.27%,53.5,1450,3.04%,1749,1081,269,12740,2716,3485,1434,26757,4919,14489,3797,3754,30.41%,7.97%,8%,5250,42207,11.02%,88.98%,40235,217,71,223,1,104,
0500000US18115,"Ohio County, Indiana",5890,2962,50.29%,49.71%,59.4,258,4.38%,173,135,18,1829,341,412,222,3863,634,2002,476,430,33.99%,8.08%,7%,79,5861,1.34%,98.66%,5629,16,4,29,0,16,
0500000US18117,"Orange County, Indiana",19552,9735,49.79%,50.21%,50,680,3.48%,593,489,118,6003,1111,1154,611,11401,1765,6596,1600,1272,33.74%,8.18%,7%,305,19562,1.56%,98.44%,18527,200,37,60,11,34,
0500000US18119,"Owen County, Indiana",20854,10107,48.47%,51.53%,53.3,1007,4.83%,645,374,155,6404,1014,1472,733,12832,2205,7049,1388,1627,33.80%,6.66%,8%,297,21024,1.42%,98.58%,19874,79,47,62,0,50,
0500000US18121,"Parke County, Indiana",16912,8931,52.81%,47.19%,56.3,1009,5.97%,372,371,75,4620,1273,884,600,9974,1484,4992,1644,959,29.52%,9.72%,6%,225,15931,1.33%,98.67%,15329,198,55,30,0,12,
0500000US18123,"Perry County, Indiana",19091,8912,46.68%,53.32%,51.5,847,4.44%,569,571,73,6276,1272,1418,761,12330,2179,6845,1843,1491,35.85%,9.65%,8%,220,18950,1.15%,98.85%,17853,397,33,99,3,46,
0500000US18125,"Pike County, Indiana",12364,6260,50.63%,49.37%,55.9,315,2.55%,450,155,162,3914,822,905,446,7661,1351,4364,977,1067,35.30%,7.90%,9%,180,12070,1.46%,98.54%,11666,31,39,15,0,11,
0500000US18127,"Porter County, Indiana",169482,85716,50.58%,49.43%,51.5,7511,4.43%,6451,5403,1475,40127,10478,20970,12531,109352,33501,46578,15881,22445,27.48%,9.37%,13%,18904,154311,11.15%,88.85%,136993,7246,259,2197,51,602,
0500000US18129,"Posey County, Indiana",25480,12791,50.20%,49.80%,61.1,1003,3.94%,574,778,200,6584,1975,2694,1449,16663,4143,7158,2753,2894,28.09%,10.80%,11%,375,24847,1.47%,98.53%,23640,211,44,107,3,57,
0500000US18131,"Pulaski County, Indiana",12482,6221,49.84%,50.16%,49.5,657,5.26%,524,343,51,3815,722,758,361,7647,1119,4339,1065,809,34.76%,8.53%,6%,458,12056,3.67%,96.33%,11442,65,24,44,3,14,
0500000US18133,"Putnam County, Indiana",37419,17776,47.51%,52.50%,51.5,1475,3.94%,1341,3352,175,10448,2127,2705,1516,22239,4221,11789,5479,2880,31.51%,14.64%,8%,784,35942,2.10%,97.90%,33150,1024,70,355,14,126,
0500000US18135,"Randolph County, Indiana",24694,12559,50.86%,49.14%,53.8,1262,5.11%,852,564,66,7226,1220,1694,1123,15253,2817,8078,1784,1760,32.71%,7.22%,7%,1156,23346,4.68%,95.32%,22325,119,52,67,0,60,
0500000US18137,"Ripley County, Indiana",28457,14406,50.62%,49.38%,57.7,1556,5.47%,1262,502,148,8110,1943,2209,1576,17435,3785,9372,2445,2357,32.93%,8.59%,8%,541,28454,1.90%,98.10%,27213,73,45,183,0,53,
0500000US18139,"Rush County, Indiana",16632,8440,50.75%,49.25%,53.4,1027,6.17%,636,381,18,5369,872,1229,538,10235,1767,6005,1253,1247,36.11%,7.53%,7%,252,16500,1.52%,98.48%,15876,90,19,54,3,36,
0500000US18141,"St. Joseph County, Indiana",270881,139002,51.32%,48.69%,44.8,18514,6.83%,9455,14271,3646,53055,15591,32679,22184,159026,54863,62510,29862,36325,23.08%,11.02%,13%,26576,246336,9.81%,90.19%,188556,35420,773,6586,159,1350,
0500000US18143,"Scott County, Indiana",23785,12073,50.76%,49.24%,46.7,1159,4.87%,1004,581,98,6955,1112,1300,876,13325,2176,7959,1693,1398,33.46%,7.12%,6%,535,23849,2.25%,97.75%,22829,92,27,87,11,44,
0500000US18145,"Shelby County, Indiana",44559,22611,50.74%,49.26%,54.3,1930,4.33%,1498,1063,179,13475,2424,4064,1820,27378,5884,14973,3487,4243,33.60%,7.83%,10%,2377,42678,5.33%,94.67%,40305,537,60,339,3,127,
0500000US18147,"Spencer County, Indiana",20364,10110,49.65%,50.35%,57.8,555,2.73%,477,574,111,6181,1799,1617,890,13173,2507,6658,2373,1728,32.69%,11.65%,8%,676,19134,3.32%,96.68%,18368,129,44,73,1,28,
0500000US18149,"Starke County, Indiana",22996,11547,50.21%,49.79%,49.8,2073,9.01%,681,578,62,6910,1264,1274,558,13455,1832,7591,1842,1336,33.01%,8.01%,6%,902,22469,3.92%,96.08%,21395,67,60,40,4,41,
0500000US18151,"Steuben County, Indiana",34591,16924,48.93%,51.07%,55.7,1456,4.21%,1244,1341,286,9415,2427,3304,2077,21892,5381,10659,3768,3590,30.81%,10.89%,10%,1427,33008,4.13%,95.87%,31438,234,64,187,2,94,
0500000US18153,"Sullivan County, Indiana",20647,9705,47.00%,53.00%,49.5,885,4.29%,626,604,146,6471,1762,1197,698,13201,1895,7097,2366,1343,34.37%,11.46%,7%,334,20483,1.62%,98.38%,18856,877,43,33,8,28,
0500000US18155,"Switzerland County, Indiana",10727,5189,48.37%,51.63%,48.8,868,8.09%,516,105,13,3789,429,446,241,6146,687,4305,534,459,40.13%,4.98%,4%,114,9623,1.06%,98.94%,9262,14,26,20,0,11,
0500000US18157,"Tippecanoe County, Indiana",193302,94533,48.90%,51.10%,40.4,18588,9.62%,12422,25908,6345,29223,7805,23755,18912,98921,42667,41645,33713,30100,21.54%,17.44%,16%,18647,167604,9.65%,90.35%,131465,11080,346,13613,38,791,
0500000US18159,"Tipton County, Indiana",15154,7694,50.77%,49.23%,62.3,341,2.25%,350,448,147,4331,953,1919,894,9857,2813,4681,1401,2066,30.89%,9.25%,14%,434,14925,2.86%,97.14%,14367,46,13,46,2,56,
0500000US18161,"Union County, Indiana",7140,3636,50.92%,49.08%,60,104,1.46%,287,127,62,2077,418,653,325,4476,978,2364,545,715,33.11%,7.63%,10%,74,7013,1.04%,98.96%,6765,21,22,33,8,12,
0500000US18163,"Vanderburgh County, Indiana",181548,93442,51.47%,48.53%,45.2,12288,6.77%,5100,8486,1918,39263,13520,21681,11832,112437,33513,44363,22006,23599,24.44%,12.12%,13%,6313,173823,3.48%,96.52%,143444,17459,331,2411,677,709,
